lat;long;adresse;commune;codepostal
45.68116;5.93659;AUTOROUTE A 41;Mouxy;73100
48.1277392872;0.626318096089;A11 - AIRE DE LA FERTE;VILLAINES-LA-GONAIS;72400
48.05573;0.25176;AUTOROUTE A 11;Sargé-lès-le-Mans;72190
45.2176511023;6.46243485803;AIRE ST MICHEL DE MAURIENNE A43 SENS ALBERTVILLE TUNNEL FREJUS;SAINT-MARTIN-D'ARC;73140
47.6639862807;0.47030717093;AUT A28 - AIRE DE SARTHE TOURAINE;DISSAY-SOUS-COURCILLON;72500
45.68747;5.92997;A41 aire de drumettaz;Mouxy;73100
48.18755;0.65012;11 Avenue de la République;La Ferté-Bernard;72400
47.805642446;-0.167002586754;AUT A11   AIRE DE PARCE EST;Parcé-sur-Sarthe;72300
48.02307;-0.32383;AUTOROUTE A 81;Saint-Denis-d'Orques;72350
48.05902187;0.230344784677;A11 AIRE DE LA SARTHE SARGE LE MANS;COULAINES;72190
45.21397;6.46744;AIRE ST MICHEL DE MAURIENNE A43 SENS ALBERTVILLE TUNNEL FREJUS;Saint-Martin-d'Arc;73140
47.8056860103;-0.167184250443;AUT A 11 - AIRE DE PARCE OUEST;Parcé-sur-Sarthe;72300
48.92639;2.39597;AUT A 1;LA COURNEUVE;93120
48.9339216621;2.38995563429;AUTOROUTE A1;LA COURNEUVE;93120
48.927665512;2.23825947584;AUT A 86   AIRE DE LA PRAIRIE;COLOMBES;92700
48.93464;2.39478;A1 AIRE DE LA COURNEUVE OUEST;La Courneuve;93120
48.0894021297;-1.09563077426;AUTOROUTE A 81;MONDEVERT;35370
50.8597653626;1.73284822912;AUTOROUTE A 16;LEUBRINGHEN;62250
50.78458;1.69358;autoroute A16 -;OFFRETHUN;62250
47.50119;-0.4926;A 11 - AIRE DES PORTES D'ANGERS;Saint-Sylvain-d'Anjou;49480
47.49213;-0.49206;A 11 LES PORTES D'ANGERS SUD;Saint-Sylvain-d'Anjou;49480
48.58491;-1.32638;AUTOROUTE A 84 - PK158;SAINT-AUBIN-DE-TERREGATTE;50240
47.78765;3.67211;AUTOROUTE A 6;Venoy;89290
47.9739156627;3.19751872653;AUT A 6;PRéCY-SUR-VRIN;89116
48.24718;3.55519;AIRE VILLENEUVE de VALUISANT;Villeneuve-l'Archevêque;89190
47.73661;3.60329;Avenue du Docteur Schweitzer;Champs-sur-Yonne;89290
48.23861;3.55446;Rue de Vauluisant;Villeneuve-l'Archevêque;89190
48.23861;3.55446;Rue de Vauluisant;Villeneuve-l'Archevêque;89190
48.2430170046;3.55467480444;AUTOROUTE A 5;VILLENEUVE-L'ARCHEVêQUE;89190
47.97408;3.19921;AUTOROUTE A 6;Précy-sur-Vrin;89116
47.8002623683;3.6506683443;Aut A6 Aire du Soleil Levant;CHAMPS SUR YONNE;89290
48.16565;3.17244;AUTOROUTE A 19;Fouchères;89150
46.7603344094;5.51097453039;A39 aire du JURA;Arlay;39140
45.5660506937;5.674215676;AUTOROUTE A 43 ROMAGNIEU;PONT DE BEAUVOISIN;38480
46.7819972736;5.52616559657;A39   Aire du Jura;ARLAY;39140
45.5775680828;5.62209627352;AIRE DU GUIERS;ROMAGNIEU;38480
45.39635;5.4227;Avenue de la Gare;Le Grand-Lemps;38690
45.53262;5.67188;A 43 AIRE DE ROMAGNIEU;LE PONT-DE-BEAUVOISIN;38480
46.35591;2.8003;A71 aire de l'Allier Saulzet (sens province paris);Doyet;3170
46.3351;2.79688;A71 aire de l'Allier Doyet(sens paris province);Doyet;3170
49.77752;3.27799;A 26 - Aire Urvillers;ESSIGNY-LE-GRAND;2690
43.2620572186;1.11530700217;A64 Sortie N°24            Lieu dit Catalan;LAVELANET DE COMMINGES;31220
43.12965;0.61601;a64 aire du comminges;Clarac;31210
43.1104687818;0.61534659318;AUTOROUTE A 64    BP 03;CLARAC;31210
49.0711654163;2.55294575734;A 1 - AIRE DE VEMARS EST;VéMARS;95470
49.01263;2.14895;A 15 - AIRE DE PIERRELAYE;Pierrelaye;95480
49.07043;2.55224;Autoroute du Nord;VéMARS;95470
49.0717601635;2.55304956517;Autoroute A1 - Aire de vémars Est;VEMARS;95470
49.01542;2.14589;AUTOROUTE A 15;Pierrelaye;95480
44.3304287134;3.08156178086;A75 aire de l'aveyron;Sévérac-le-Château;12150
46.1238824565;4.76398380592;A 6;DRACE;69220
48.7601162183;7.36414013703;Rue d'Eckartswiller;Eckartswiller;67700
48.5373519047;7.71639179672;A 35 - AIRE D\\\'OSTWALD;OSTWALD;67540
48.762222048;7.36598656943;AIRE DE SAVERNE ECKARTSWILLER AUTOROUTE A4;Eckartswiller;67700
48.97417;7.06519;AUTOROUTE A 4;Keskastel;67260
48.23212;7.40498;AIRE DU HAUT KOENISGBOURG|A35;Orschwiller;67600
48.53905;7.71715;AUT A 35   AIRE LES CHAUMES BP 33;Ostwald;67540
48.97326;7.06688;AUTOROUTE A4;KESKASTEL;67260
48.76269;7.36754;Aire de Saverne - A4;ECKARTSWILLER;67700
47.26338;4.554;A6 P1LLY EN AUXOIS;P1LLY-EN-AUXOIS;21320
47.2263374985;5.01342611882;AUTOROUTE A31;GEVREY-CHAMBERTIN;21220
47.37861;4.38168;Autoroute du Soleil;Bligny-sur-Ouche;21360
47.1050583314;4.7130350781;Autoroute A6 du Soleil;BLIGNY-SUR-OUCHE;21360
47.4221404656;5.17031822912;Aire de dijon Brog0;BROG0;21490
47.0307080379;5.1083935676;AIRE DU BOIS GUILLEROT;GLA0;21250
47.2175678491;5.0029423606;AUTOROUTE A31;Gevrey-Chambertin;21220
47.4215092405;5.17039608499;Autoroute A31 Aire Dijon Brog0;BROG0;21490
47.0319293579;5.10608384355;Aire de Gla0 A36;GLA0;21250
47.26338;4.554;Aire du Chien Blanc Autoroute A6;P1LLY-EN-AUXOIS;21320
50.5296730949;3.04643516971;Autoroute A 1;SECLIN;59113
50.82642;2.58513;A 25 - Aire de St Laurent;Steenvoorde;59114
49.83909;2.8301;Autoroute du Nord;SECLIN;59113
50.52753;3.04416;AUTOROUTE A1 AIRE DE PHALEMPIN;Seclin;59113
50.8277;2.58289;AIRE DE SAINT ELOI autoroute A 25;Steenvoorde;59114
50.33964;3.46647;A 2 - AIRE DE LA SENTINELLE OUES;La Sentinelle;59174
50.3398791925;3.46911762553;AIRE DE LA SENTINELLE EST AUTOROUTE A 2;TRITH-SAINT-LéGER;59125
49.53991;2.74554;Aire de Ressons Ouest A1;Ressons-sur-Matz;60490
49.60849;2.20488;AUTOROUTE A 16;Hardivillers;60120
49.5236;2.72292;AUTOROUTE A 1;Ressons-sur-Matz;60490
49.5186083126;2.7194063807;AUT A1   AIRE DE RESSONS;RESSONS-SUR-MATZ;60490
45.85618;3.81424;AUTOROUTE A 72;Les Salles;42440
45.85745;3.81467;Lieu-Dit les Serrots;LES SALLES;42440
45.84055;3.78392;A-72 aire du Haut-Forez;Les Salles;42440
45.8385;4.23643;a 89 aire de la Loire;Néronde;42510
45.66958;4.17238;Aire de la plaine du Forez Est;Magneux-Haute-Rive;42600
45.67935;4.15647;AUT A 72;Magneux-Haute-Rive;42600
45.67698;4.15614;AUTOROUTE A 72 -  AIRE FOREZ OUES;Magneux-Haute-Rive;42600
44.05824;1.01995;AIRE DE GARONNE A 62;Saint-Nicolas-de-la-Grave;82210
43.9519455336;1.32414187806;R N 20 - AIRE DE NAUZE VERT;BRESSOLS;82710
43.1487034777;6.03715450873;AUTOROUTE A 57;La Garde;83130
43.1427807895;6.0108454259;AUTOROUTE A 57;LA VALETTE-DU-VAR;83160
44.23161;1.52955;AUTOROUTE A 20;Montalzat;82270
43.423487959;5.99262718308;AUTOROUTE A8;BRIGNOLES;83170
43.4241230141;5.96988461932;AUTOROUTE A 8;BRIGNOLES;83170
50.3700599854;3.48099898552;AUTOROUTE A 23;PETITE-FORêT;59494
50.5237936585;3.20093454446;Autoroute A 23 - AIRE DE GENECH;TEMPLEUVE;59242
50.5312454501;3.199285126;A 23 - Aire de Genech B;GENECH;59242
43.5842514841;7.02506147516;Autoroute A8;MOUGINS;6250
43.75325;7.41858;Aire de Beausoleil - A8;Beausoleil;6240
48.4567383918;0.127058789009;AUTOROUTE A28;Valframbert;61250
48.71157;-0.07008;Lieu-dit Les Fermes;Fontenai-sur-Orne;61200
48.8493963632;0.372924413318;AUTOROUTE A 28   aire des haras;LE SAP-ANDRé;61230
43.45235;5.41539;A51 Aire des Chabauds;Bouc-Bel-Air;13320
43.4483272338;5.2408575362;AIRE DE VITROLLES EST AUTOROUTE 7;VITROLLES;13127
43.4009983267;5.57767744688;A52 AIRE DE BAUME DE MARRON;PEYPIN;13124
43.38414;5.5817;A52 Aire de Peypin;PEYPIN;13124
43.3914448153;5.26780227527;AIRE DE REBUTY  A55;GIGNAC-LA-NERTHE;13180
43.44172;5.39571;AUTOROUTE A 51- AIRE DE LA CHAMPOUSE;Bouc-Bel-Air;13320
44.8876517532;-0.579371095821;A630 ROC.PRESQU'ILE LAC COTE2;Bruges;33520
44.74498;-0.68743;A63 Aire de Cestas Est;Cestas;33610
44.7538750773;-0.69054076248;AUTOROUTE A63;CESTAS;33610
44.74238;-0.70596;AUTOROUTE A 63;Cestas;33610
44.88778;-0.58098;A630 ROC.PRESQU'ILE LAC COTE1;Bruges;33520
44.99349;0.02231;A89 Aire des Palombières;GOURS;33660
47.09037;1.84537;A20 AIRE DES CHAMPS D' AMOUR;Meunet-sur-Vatan;36150
46.7135757278;1.59025975788;AUTOROUTE A 20;LUANT;36350
47.07807;1.86222;A20 AIRE DES CHAMPS D' AMOUR;Meunet-sur-Vatan;36150
47.30718;0.53612;aire des Jardins de Villandry A85;Druye;37190
46.72383;1.60384;aire du Val de l'Indre - autoroute A20;VELLES;36330
44.51461;-0.07388;AUT A 62;SAINT-MICHEL-DE-RIEUFRET;33720
45.18815;-0.49091;AUTOROUTE A10;Saugon;33920
44.2901684109;-0.258297153065;A 65 - AIRE DE CAPTIEUX;CAPTIEUX;33840
44.6450777822;-0.435567117336;A62 - AIRE DES LANDES SUD;Saint-Michel-de-Rieufret;33720
43.84525;1.32346;Autoroute des Deux Mers;Saint-Michel-de-Rieufret;33720
44.88728;-0.5735;ROCADE PERIPHERIQUE-A630sens intérieur);Mérignac;33700
45.18505;-0.50274;Lieu-dit Bazille-Ouest;Saugon;33920
49.8605877447;2.5243542188;AIRE DE VILLERS BRETONNEUX;Villers-Bretonneux;80800
46.29721;-0.37224;AUTOROUTE A 10;V1llé;79230
46.43043;-0.50163;A83 - AIRE DE LA CANEPETIERE;Faye-sur-Ardin;79160
46.4539463992;-0.0123832498349;autoroute A10;PAMPROUX;79800
46.29327;-0.4209;AUTOROUTE A 10;Aiffres;79230
46.4449005151;-0.0374787909068;A10 AIRE DE R1LLE PAMPROUX SUD;Pamproux;79800
46.42905;-0.50681;AUTOROUTE A83|AIRE DE LA CHATEAUDRIE;Villiers-en-Plaine;79160
46.27797;-0.44647;A10 Aire de Poitou Charentes;Aiffres;79230
45.5480755008;6.15660740317;AIRE DE VAL GELONAUTOROUTE A43;CHATEAUNEUF;73390
45.1966992748;6.62226293626;AUTOPORT DU FREJUS;LE FRENEY;73500
46.0646447966;6.409283919;Aire de Pontchy Bonneville - A40;BONNEVILLE;74130
45.525;5.97704;AIRE DE L'ABIS autoroute A 43;Saint-Jeoire-Prieuré;73190
46.04949;6.46445;AUTOROUTE A 40;Bonneville;74130
45.2454271944;6.42486160021;AUTOROUTE A 43;SAINT-JULIEN-MONT-DENIS;73870
46.065255441;6.4101014056;AIRE DE BONNEVILLE NORD;BONNEVILLE;74130
45.5260017468;5.97466101049;AUTOROUTE A41 AIRE DU GRANIER;Myans;73800
45.54914;6.16003;AIRE DE L'ARCLUSAZ;Châteauneuf;73390
47.8194821696;1.64029371451;AUT A 10   AIRE DE BEAUGENCY;MESSAS;45190
47.61969;1.23717;L'Aquitaine;Messas;45190
47.85198;2.68684;AIRE DU JARDIN DES ARBRES;Varennes-Changy;45290
47.15919;-1.5129;A 801 - CLOS DE MAILLARDIERES;Les Sorinières;44840
48.06192;2.41491;A19 AIRE DU LOIRET;Beaune-la-Rolande;45340
43.6175714933;3.45210705891;2 rue du servent;CLERMONT L'HERAULT;34800
43.56092;3.77557;AIRE DE FABREGUES SUD - A9;Fabrègues;34690
43.56092;3.77557;Route de Fabrègues à Saussan;Fabrègues;34690
43.6914515079;3.35073121289;CENTRE COMMERCIAL LES VIGNES ROUGES  ZA LA MERIDIENNE;LE BOSC;34700
48.59441;2.44356;AUTOROUTE A 6;Villabé;91100
47.5127567701;4.089242162;AUTOROUTE A6;MAISON DIEU;89420
48.5930703528;2.44276477061;A 6 - AIRE DE LISSES;CORBEIL-ESSONNES;91100
47.6419189575;6.91712501881;CD 419;BESSONCOURT;90160
47.50475;4.03858;autoroute A6 aire de maison dieu;Sceaux;89420
47.4183939991;-1.01780217986;A11 - AIRE DE VARADES LA BEDOIRE;VARADES;44370
47.4193;-1.01471;AUTOROUTE A 11;Varades;44370
45.2923;5.62901;48 Rue de l'Alambic;Voreppe;38340
45.29378;5.63598;AIRE DE L#039;;
45.244;5.86238;Aire de St Nazaire Les Eymes - A41;SAINT NAZAIRE LES EYMES;38330
45.24722;5.86759;AUTOROUTE A 41;Saint-Nazaire-les-Eymes;38330
45.29716;5.6362;Rue de l'Isle;Voreppe;38340
45.27702;5.62262;AIRE DE L'ISLE ROSE A 48;VOREPPE;38340
48.94696;2.69956;AIRE DE VILLEVAUDE AUTOROUTE A 104;CLAYE-S1LLY;77410
48.9101;2.67763;Aire de Villevaudé;Villevaudé;77410
48.829492394;2.74003485613;autoroute A4;BUSSY-SAINT-GEORGES;77600
48.94398;2.68144;AIRE DE VILLEVAUDE AUTOROUTE A 104;CLAYE-S1LLY;77410
48.8291488545;2.74177363716;A 4 - AIRE DE FERRIERES;BUSSY-SAINT-GEORGES;77600
48.62473;2.59212;AUTOROUTE A 5 A;RéAU;77550
48.36079;2.57444;AIRE DE ACHERES LA FORET OUEST|A6;Achères-la-Forêt;77760
48.94696;2.69956;AIRE DE VILLEVAUDE AUTOROUTE A 104;Claye-S1lly;77410
43.75465;7.39787;AUTOROUTE A8 / BP 102 (4391808);La Turbie;6320
48.24062;1.08492;A11;Frazé;28160
48.4668071998;1.5791752237;A 11 - AIRE DE CHARTRES BOIS PAR;GASVILLE;28300
48.2711223159;1.85483591433;AUT A 10 - AIRE DE VAL NEUVY;FRESNAY-L'ÉVêQUE;28310
49.37268;0.65987;Autoroute de Normandie;Vironvay;27400
48.2403628116;1.08310992844;AUTOROUTE A11 OCEANE;Dampierre-sous-Brou;28160
49.36572;0.80295;A 13 AIRE DE VIRONVAY SUD;VIRONVAY;27400
48.4677553275;1.58094708959;AUTOROUTE A 11;Gasville-Oisème;28300
48.2774951182;1.8572494462;A 10 - AIRE DE FRANCHEVILLE;FRESNAY-L'EVEQUE;28310
44.21508;4.72296;A7 AIRE DE MORNAS LES ADRETS;MORNAS;84550
46.57364;-1.11112;AUTOROUTE A83 COTE EST;Sainte-Hermine;85210
46.8780749563;-1.28385234673;AUT A 83   AIRE DE CHAVAGNES;CHAVAGNES-EN-PAILLERS;85250
46.55454;-1.05958;AUTOROUTE A83 COTE EST;Sainte-Hermine;85210
44.2036953693;4.72398720666;A7 AIRE DE MORNAS VILLAGE;MORNAS;84550
44.02436;4.88877;AUTOROUTE A7;Sorgues;84700
46.8841079581;-1.29120763541;A 83 - AIRE DES BROUZILS;LES BROUZILS;85260
46.5668965972;-1.10850015699;A 83 AIRE DE VENDEE;SAINTE HERMINE;85210
43.5449204222;6.78887161199;AIRE DE L'ESTEREL A8;LES ADRETS DE L'ESTEREL;83600
43.92496;4.91301;AUTOROUTE A7;Morières-lès-Avig0;84310
